0	9	2	14	2	0	0	0	10	13.83217784
0	6	1	0	4	0	5	0	20	18.3867121
0	5	1	0	0	0	0	0	6	1.995594714
0	4	1	0	2	0	0	0	4	15.19663648
0	8	1	0	4	0	2	0	8	9.146930219
0	5	1	0	2	0	0	0	2	22.03030303
0	0	1	0	4	0	9	0	11	14
0	1	1	0	2	0	0	0	2	18.82646421
0	3	3	11	6	0	0	10	4	-4.274853801
0	4	2	0	1	0	0	0	2	5.885245902
0	0	1	0	2	0	0	0	2	5.959459459
0	0	1	0	9	0	0	0	1	13.46808511
0	0	1	0	1	0	0	0	0	13.38016529
0	2	1	0	2	0	0	0	1	6.484662577
0	10	1	12	0	0	0	0	2	3.827586207
0	1	1	0	0	0	0	0	0	8.565217391
0	1	1	0	0	0	0	0	2	13.74222426
0	1	1	0	0	0	0	0	3	17.88675624
0	4	3	8	0	0	0	0	29	18.89039193
0	0	1	0	2	0	0	0	2	-4.014212926
0	2	1	0	0	0	0	0	3	11.6618705
0	0	1	0	1	0	0	0	3	13.66666667
0	1	4	12	0	0	0	12	1	11.95645531
0	1	1	0	0	0	0	0	4	18.92766727
0	4	1	0	3	0	21	0	1	15.68161435
0	2	1	5	4	0	0	0	5	18.8679868
0	0	1	0	1	0	0	0	1	16.9771615
0	1	1	0	0	0	0	0	4	12.77938517
0	1	2	3	0	0	0	3	0	17.74396135
0	1	1	8	0	0	0	0	2	17.65168539
0	4	1	11	0	0	0	6	6	17.98209237
0	0	1	0	1	0	0	0	6	16.5862069
0	1	1	5	1	0	0	0	0	12.76623377
0	1	4	2	2	0	0	0	8	14.9481517
0	0	1	0	2	0	0	0	2	14.86206897
0	4	1	0	9	0	0	0	5	-4.357363543
0	1	1	0	3	0	0	0	3	6.11409396
0	0	1	0	1	0	0	0	2	15.92307692
0	1	1	0	0	0	0	0	2	16.96610169
0	1	1	0	2	0	0	0	0	-10.36708861
0	1	3	0	0	0	0	0	1	-2.615853659
0	1	1	0	0	0	0	0	0	-26.68627451
0	4	1	20	3	0	1	0	5	6.800453515
0	2	2	18	4	0	0	18	8	-3.815674891
0	6	1	4	1	0	1	4	15	11.79411765
0	0	1	0	1	0	0	0	0	-32.47421269
0	2	1	0	0	0	0	0	1	16.85282616
0	1	1	0	1	0	0	0	0	-35.17355372
0	0	1	0	4	0	0	0	0	13.47447447
0	1	1	0	0	0	0	0	3	11.96690871
0	7	1	0	2	0	0	0	1	5.88851357
0	0	1	0	0	0	0	0	0	8.710806697
0	0	1	0	5	0	0	0	2	17.32468872
0	1	1	0	1	0	0	0	0	14.84097859
0	3	1	0	1	0	0	0	8	11.47863248
0	1	1	0	11	0	9	0	11	13.46924333
0	0	1	0	7	0	0	0	1	12.07497959
0	1	1	0	1	0	0	0	0	15.67842983
0	1	1	0	0	0	0	0	2	5.427289048
0	0	1	0	2	0	0	0	4	10.85992375
0	0	1	0	1	0	10	0	0	5.974595843
0	3	1	0	9	0	9	0	5	-0.202026599
0	1	1	0	1	0	0	0	0	13.59922755
0	0	1	0	3	0	0	0	1	11.8533145
0	3	1	0	1	0	0	0	8	9.521072368
0	0	1	0	0	0	0	0	10	8.748332728
0	0	1	0	1	0	0	0	0	12.70265209
0	2	4	0	2	0	0	0	0	-6.716308709
0	1	2	3	0	0	0	3	0	1.878885593
0	0	1	0	1	0	0	0	3	15.34408602
0	0	1	0	1	0	0	0	3	11.92156731
0	1	2	6	0	0	0	6	2	2.617021277
0	1	2	1	0	0	0	1	0	-39.42456148
0	1	1	0	2	0	0	0	0	12.54731869
0	0	1	0	1	0	0	0	0	5.087985796
0	0	1	0	1	0	11	0	1	9.042669672
0	3	1	0	3	0	1	0	5	12.18715419
0	0	1	0	0	0	0	0	1	11.87040238
0	1	1	0	3	0	0	0	2	12.63636364
0	4	1	0	6	0	1	0	6	12.81745503
0	1	1	0	0	0	0	0	0	-36
0	0	1	0	3	0	0	0	5	10.47756399
0	4	3	1	1	0	0	1	0	-25.70588235
0	1	1	0	0	0	0	0	0	10.20345512
0	0	1	0	3	0	4	0	1	3.612071176
0	0	1	0	1	0	0	0	5	11.68182029
0	3	4	0	1	0	0	0	3	-2.013384321
0	0	1	0	0	0	0	0	0	5.420664207
0	2	1	0	0	0	0	0	3	9.9375
0	0	1	0	0	0	1	0	0	1.015503876
0	4	4	0	5	0	0	0	4	-37.49063032
0	0	1	0	2	0	0	0	2	9.8450561
0	0	1	0	6	0	0	0	3	-0.759036145
0	0	1	0	1	0	0	0	1	11.68623025
0	1	2	0	1	0	0	0	0	11.78449887
0	1	1	0	0	0	0	0	4	4.934065934
0	14	1	0	1	0	0	0	14	-14.74075089
0	1	5	0	0	0	0	0	1	-24.16666667
0	1	1	0	1	0	0	0	0	10.92118227
0	2	1	0	2	0	0	0	9	15.96078431
0	1	4	0	1	0	0	0	1	-11.25728988
0	1	1	0	2	0	0	0	2	5.666666667
0	1	1	0	1	0	0	0	3	6.12652192
0	1	1	0	1	0	0	0	0	-33.67834212
0	2	1	0	0	0	0	0	1	15.53061224
0	4	1	1	1	0	0	0	6	10.86761229
0	1	1	0	0	0	0	0	1	14.61521253
0	0	1	0	1	0	0	0	2	-16.75221239
0	0	1	0	1	0	0	0	0	15.79795205
0	0	1	0	1	0	0	0	0	5.664627993
0	3	1	0	2	0	0	0	0	10.31782946
0	2	2	9	0	0	0	9	2	13.0608229
0	0	1	0	0	0	0	0	13	15.52859961
0	0	1	0	5	0	0	0	1	10.18110236
0	0	1	0	0	0	0	0	1	5.964285714
0	0	1	0	8	0	0	0	10	13.10714286
0	0	1	0	1	0	0	0	2	13.77919529
0	2	1	0	6	0	0	0	2	4.75562701
0	1	1	0	0	0	0	0	1	5.666666667
0	0	1	0	2	0	0	0	3	10.46666667
0	2	4	0	2	0	1	0	2	14
0	1	1	0	0	0	0	0	0	9.72243346
0	5	4	1	2	0	0	0	5	6.289719626
0	1	5	1	4	0	0	1	2	-24.42857143
0	0	1	0	3	0	0	0	1	-1.828402367
0	1	1	0	1	0	0	0	3	12.53244078
0	0	1	0	13	0	0	0	0	-7.026986507
0	0	1	0	2	0	0	0	0	-13.38095238
0	1	4	0	0	0	0	0	4	-27.43356643
0	1	1	0	2	0	0	0	4	5.52173913
0	0	1	0	0	0	0	0	1	-38.44360902
0	0	1	0	11	0	0	0	3	5.744186047
0	1	1	0	0	0	0	0	0	0.818181818
0	1	1	0	0	0	0	0	8	10.5261959
0	0	1	0	1	0	0	0	2	10.76470588
0	2	1	0	3	0	0	0	2	5.84073107
0	5	4	2	2	0	0	2	6	-19.44660194
0	0	1	0	7	0	0	0	1	8.701280228
0	2	1	0	11	0	0	0	2	9.710059172
0	3	1	0	3	0	0	0	1	9.232088799
0	3	1	0	20	0	0	0	4	10.98275862
0	0	1	0	4	0	4	0	7	5.887417219
0	14	5	0	10	0	0	0	3	2.725490196
0	2	1	0	1	0	0	0	2	1.941176471
0	0	1	0	0	0	0	0	3	-3.268041237
0	2	1	0	0	0	0	0	1	19.48907868
0	4	1	0	0	0	0	0	5	15.07843137
0	2	1	4	2	0	0	0	4	18.47454844
0	0	1	0	0	0	0	0	3	17.0141844
0	6	3	21	0	0	0	0	0	17.95071947
0	37	3	0	3	0	0	0	23	8.75269499
0	5	2	0	1	0	0	0	10	11.61034179
0	1	1	0	4	0	0	0	2	15.89870683
0	1	3	12	0	0	0	12	0	-2.644686165
0	2	1	0	2	0	0	0	1	-27.89399457
0	0	1	0	1	0	0	0	1	10.52870134
0	9	1	12	0	0	0	0	6	15.6343447
0	0	1	0	1	0	0	0	7	4.285659192
0	1	1	0	1	0	0	0	4	15.64170005
0	3	1	0	0	0	0	0	1	13.9899567
0	1	1	0	0	0	0	0	2	15.45709581
